ID_PLAYA;NOMBRE_PLAYA;ID_PROVINCIA;NOMBRE_PROVINCIA;ID_MUNICIPIO;NOMBRE_MUNICIPIO;LATITUD;LONGITUD
3001619;El Portús;30;Murcia;30016;Cartagena;37º 35' 03";-01º 04' 27"
3001624;Cala Cortina;30;Murcia;30016;Cartagena;37º 34' 52";-00º 58' 28"
3001634;De Calblanque;30;Murcia;30016;Cartagena;37º 36' 16";-00º 43' 44"
3001653;Las Amoladeras;30;Murcia;30016;Cartagena;37º 38' 50";-00º 42' 48"
3001655;Barco Perdido, Galúa;30;Murcia;30016;Cartagena;37º 39' 41";-00º 43' 16"
3001676;Los Urrutias;30;Murcia;30016;Cartagena;37º 41' 04";-00º 49' 51"
3002414;Puntas de Calnegre;30;Murcia;30024;Lorca;37º 30' 37";-01º 24' 05"
3002618;Bolnuevo;30;Murcia;30026;Mazarrón;37º 33' 40";-01º 18' 24"
3002623;La Reya;30;Murcia;30026;Mazarrón;37º 33' 33";-01º 16' 34"
3002626;La Isla;30;Murcia;30026;Mazarrón;37º 33' 34";-01º 15' 53"
3002630;El Alamillo;30;Murcia;30026;Mazarrón;37º 34' 36";-01º 14' 38"
3002633;Del Mojón;30;Murcia;30026;Mazarrón;37º 34' 34";-01º 13' 38"
3003503;De Colón;30;Murcia;30035;San Javier;37º 48' 03";-00º 48' 05"
3003509;Mistral;30;Murcia;30035;San Javier;37º 45' 28";-00º 44' 48"
3003526;El Arenal;30;Murcia;30035;San Javier;37º 41' 32";-00º 44' 10"
3003531;Banco del Tabal;30;Murcia;30035;San Javier;37º 40' 25";-00º 43' 45"
3003602;Villananitos;30;Murcia;30036;San Pedro del Pinatar;37º 49' 00";-00º 47' 03"
3003605;La Torre Derribada;30;Murcia;30036;San Pedro del Pinatar;37º 50' 09";-00º 45' 39"
3003606;Las Salinas;30;Murcia;30036;San Pedro del Pinatar;37º 49' 04";-00º 45' 25"
3004102;Del Lastre;30;Murcia;30041;La Unión;37º 34' 48";-00º 50' 36"
3090202;Punta Calera;30;Murcia;30902;Los Alcázares;37º 45' 14";-00º 49' 52"
3090205;El Espejo;30;Murcia;30902;Los Alcázares;37º 44' 35";-00º 50' 51"
3090206;Manzanares;30;Murcia;30902;Los Alcázares;37º 44' 29";-00º 50' 55"
3301303;Arenal de Moris;33;Asturias;33013;Caravia;43º 28' 32";-05º 10' 24"
3301403;Candás - La Palmera;33;Asturias;33014;Carreño;43º 35' 21";-05º 45' 36"
3301406;Xivares;33;Asturias;33014;Carreño;43º 34' 14";-05º 43' 06"
3301608;Salinas - San Juan, El Espartal;33;Asturias;33016;Castrillón;43º 34' 57";-05º 56' 53"
3301704;Peñarronda;33;Asturias;33017;Castropol;43º 33' 12";-06º 59' 38"
3301804;Arnielles;33;Asturias;33018;Coaña;43º 33' 40";-06º 43' 50"
3301903;La Isla;33;Asturias;33019;Colunga;43º 28' 46";-05º 13' 20"
3302117;San Pedro de Bocamar;33;Asturias;33021;Cudillero;43º 34' 46";-06º 13' 10"
3302120;La Concha de Artedo;33;Asturias;33021;Cudillero;43º 33' 53";-06º 11' 13"
3302302;Pormenande;33;Asturias;33023;El Franco;43º 33' 53";-06º 49' 33"
3302403;San Lorenzo;33;Asturias;33024;Gijón;43º 32' 31";-05º 39' 06"
3302509;Santa Marina de Luanco;33;Asturias;33025;Gozón;43º 37' 10";-05º 47' 13"
3303402;Otur;33;Asturias;33034;Valdés;43º 33' 13";-06º 35' 47"
3303407;Primera y Segunda de Luarca;33;Asturias;33034;Valdés;43º 32' 51";-06º 32' 13"
3303612;Niembro, Toranda;33;Asturias;33036;Llanes;43º 26' 30";-04º 50' 18"
3303614;Xiglu - Barro - Sorraos;33;Asturias;33036;Llanes;43º 26' 14";-04º 49' 26"
3303618;Palombina - Las Camaras, Los Frailes;33;Asturias;33036;Llanes;43º 25' 58";-04º 48' 27"
3303626;Toró;33;Asturias;33036;Llanes;43º 25' 03";-04º 44' 31"
3303902;Aguilar;33;Asturias;33039;Muros de Nalón;43º 33' 23";-06º 07' 05"
3304101;Navia;33;Asturias;33041;Navia;43º 33' 22";-06º 43' 16"
3305501;La Franca;33;Asturias;33055;Ribadedeva;43º 23' 37";-04º 34' 34"
3305601;Vega;33;Asturias;33056;Ribadesella;43º 28' 49";-05º 08' 19"
3305602;Santa Marina;33;Asturias;33056;Ribadesella;43º 27' 59";-05º 04' 04"
3306901;Los Quebrantos;33;Asturias;33069;Soto del Barco;43º 34' 16";-06º 03' 08"
3307007;Anguileiro, La Grande / Los Campos;33;Asturias;33070;Tapia de Casariego;43º 34' 07";-06º 56' 50"
3307606;Rodiles;33;Asturias;33076;Villaviciosa;43º 32' 03";-05º 22' 45"
3500101;Las Nieves;35;Las Palmas;35001;Agaete;28º 06' 03";-15º 42' 37"
3500201;Arinaga;35;Las Palmas;35002;Agüimes;27º 51' 25";-15º 23' 51"
3500301;Caleta de Fuste;35;Las Palmas;35003;Antigua;28º 23' 45";-13º 51' 32"
3500403;El Reducto;35;Las Palmas;35004;Arrecife;28º 57' 30";-13º 33' 29"
3500601;El Puertillo;35;Las Palmas;35006;Arucas;28º 09' 00";-15º 32' 08"
3500901;Sardina;35;Las Palmas;35009;Gáldar;28º 09' 07";-15º 41' 46"
3501017;La Garita;35;Las Palmas;35010;Haría;29º 07' 03";-13º 27' 54"
3501101;El Burrero;35;Las Palmas;35011;Ingenio;27º 54' 40";-15º 23' 15"
3501201;Taurito;35;Las Palmas;35012;Mogán;27º 48' 54";-15º 45' 12"
3501202;Amadores;35;Las Palmas;35012;Mogán;27º 47' 25";-15º 43' 28"
3501301;Charco de San Lorenzo;35;Las Palmas;35013;Moya;28º 08' 37";-15º 34' 33"
3501401;Marfolín;35;Las Palmas;35014;La Oliva;28º 41' 30";-14º 00' 44"
3501402;Corralejo;35;Las Palmas;35014;La Oliva;28º 44' 10";-13º 52' 04"
3501403;Grandes Playas-El Caserón;35;Las Palmas;35014;La Oliva;28º 42' 36";-13º 50' 21"
3501501;Ajuí;35;Las Palmas;35015;Pájara;28º 23' 50";-14º 09' 19"
3501502;La Pared;35;Las Palmas;35015;Pájara;28º 13' 05";-14º 13' 13"
3501503;El Cofete;35;Las Palmas;35015;Pájara;28º 06' 29";-14º 23' 47"
3501504;El Puertito;35;Las Palmas;35015;Pájara;28º 04' 20";-14º 30' 07"
3501505;Morro Jable;35;Las Palmas;35015;Pájara;28º 02' 55";-14º 20' 43"
3501506;Butihondo y El Matorral;35;Las Palmas;35015;Pájara;28º 03' 52";-14º 18' 47"
3501507;Costa Calma y Sotavento de Jandía;35;Las Palmas;35015;Pájara;28º 09' 38";-14º 13' 34"
3501601;Las Canteras;35;Las Palmas;35016;Las Palmas de Gran Canaria;28º 08' 25";-15º 26' 09"
3501701;El Puertito, Los Molinos;35;Las Palmas;35017;Puerto del Rosario;28º 32' 35";-14º 03' 48"
3501702;Blanca;35;Las Palmas;35017;Puerto del Rosario;28º 28' 35";-13º 52' 02"
3501801;Honda;35;Las Palmas;35018;San Bartolomé;28º 56' 59";-13º 35' 31"
3501901;Maspalomas;35;Las Palmas;35019;San Bartolomé de Tirajana;27º 44' 16";-15º 34' 59"
3501902;El Inglés;35;Las Palmas;35019;San Bartolomé de Tirajana;27º 44' 52";-15º 33' 42"
3501903;San Agustín;35;Las Palmas;35019;San Bartolomé de Tirajana;27º 46' 13";-15º 32' 22"
3502001;Puerto La Aldea y La Aldea;35;Las Palmas;35020;La Aldea de San Nicolás;28º 00' 23";-15º 49' 02"
3502002;Tasarte;35;Las Palmas;35020;La Aldea de San Nicolás;27º 52' 16";-15º 48' 20"
3502201;Pozo Izquierdo, El Arenal;35;Las Palmas;35022;Santa Lucía de Tirajana;27º 49' 21";-15º 25' 26"
3502301;San Felipe;35;Las Palmas;35023;Santa María de Guía de Gran Canaria;28º 08' 45";-15º 35' 32"
3502425;Las Cucharas;35;Las Palmas;35024;Teguise;28º 59' 52";-13º 29' 19"
3502601;Melenara;35;Las Palmas;35026;Telde;27º 59' 15";-15º 22' 33"
3502808;Los Pocillos;35;Las Palmas;35028;Tías;28º 55' 36";-13º 38' 09"
3502809;Matagorda;35;Las Palmas;35028;Tías;28º 56' 55";-13º 35' 52"
3502811;Guacimeta;35;Las Palmas;35028;Tías;28º 56' 21";-13º 36' 28"
3502904;Ría de la Santa;35;Las Palmas;35029;Tinajo;29º 07' 01";-13º 39' 13"
3503001;Gran Tarajal;35;Las Palmas;35030;Tuineje;28º 12' 43";-14º 01' 10"
3503410;Playa Blanca;35;Las Palmas;35034;Yaiza;28º 51' 46";-13º 49' 47"
3600303;Ladeira, Ramallosa;36;Pontevedra;36003;Baiona;42º 06' 55";-08º 49' 31"
3600402;Area de Bon;36;Pontevedra;36004;Bueu;42º 18' 56";-08º 49' 04"
3600408;Mourisca;36;Pontevedra;36004;Bueu;42º 20' 19";-08º 49' 15"
3600411;Portomaior-Agrelo;36;Pontevedra;36004;Bueu;42º 20' 15";-08º 45' 51"
3600419;Melide, Ons;36;Pontevedra;36004;Bueu;42º 23' 27";-08º 55' 25"
3600802;Barra-Nerga;36;Pontevedra;36008;Cangas;42º 15' 40";-08º 50' 35"
3600803;Rodeira;36;Pontevedra;36008;Cangas;42º 15' 46";-08º 46' 09"
3600805;Area Brava;36;Pontevedra;36008;Cangas;42º 17' 34";-08º 50' 32"
3600806;Area Grande;36;Pontevedra;36008;Cangas;42º 16' 36";-08º 49' 09"
3600807;Limens;36;Pontevedra;36008;Cangas;42º 15' 38";-08º 48' 37"
3600808;Vilariño-Arnelas, Hio;36;Pontevedra;36008;Cangas;42º 16' 43";-08º 49' 40"
3602201;A Lanzada;36;Pontevedra;36022;O Grove;42º 26' 53";-08º 52' 28"
3602202;Area da Cruz;36;Pontevedra;36022;O Grove;42º 27' 49";-08º 54' 37"
3602208;Area Grande;36;Pontevedra;36022;O Grove;42º 28' 42";-08º 55' 09"
3602209;Mexilloeira;36;Pontevedra;36022;O Grove;42º 28' 38";-08º 54' 20"
3602305;Camposancos;36;Pontevedra;36023;A Guarda;41º 52' 24";-08º 52' 09"
3602601;Aguete;36;Pontevedra;36026;Marín;42º 22' 35";-08º 43' 45"
3602603;Mogor;36;Pontevedra;36026;Marín;42º 23' 11";-08º 43' 09"
3602606;Lapamán;36;Pontevedra;36026;Marín;42º 20' 40";-08º 45' 05"
3602902;Tirán;36;Pontevedra;36029;Moaña;42º 16' 08";-08º 45' 00"
3602903;Xunqueira, Moaña;36;Pontevedra;36029;Moaña;42º 17' 15";-08º 43' 33"
3603501;Panxón-América;36;Pontevedra;36035;Nigrán;42º 08' 12";-08º 48' 59"
3603504;Patos;36;Pontevedra;36035;Nigrán;42º 09' 27";-08º 49' 17"
3604103;Chancelas;36;Pontevedra;36041;Poio;42º 25' 24";-08º 42' 59"
3604501;Cesantes;36;Pontevedra;36045;Redondela;42º 18' 16";-08º 36' 50"
3605102;Areas;36;Pontevedra;36051;Sanxenxo;42º 23' 42";-08º 46' 40"
3605103;Portonovo-Baltar;36;Pontevedra;36051;Sanxenxo;42º 23' 57";-08º 49' 16"
3605105;Canelas;36;Pontevedra;36051;Sanxenxo;42º 23' 24";-08º 49' 49"
3605110;Maxor;36;Pontevedra;36051;Sanxenxo;42º 24' 50";-08º 52' 00"
3605111;Montalvo;36;Pontevedra;36051;Sanxenxo;42º 23' 52";-08º 50' 51"
3605117;Silgar;36;Pontevedra;36051;Sanxenxo;42º 24' 07";-08º 48' 36"
3605701;A Fonte;36;Pontevedra;36057;Vigo;42º 13' 05";-08º 46' 30"
3605702;Bao;36;Pontevedra;36057;Vigo;42º 12' 00";-08º 47' 23"
3605703;Rodas, Cíes;36;Pontevedra;36057;Vigo;42º 13' 25";-08º 54' 01"
3605706;Samil;36;Pontevedra;36057;Vigo;42º 12' 44";-08º 46' 27"
3605711;Canido;36;Pontevedra;36057;Vigo;42º 11' 49";-08º 47' 41"
3606001;Compostela;36;Pontevedra;36060;Vilagarcía de Arousa;42º 36' 32";-08º 46' 03"
3606102;As Sinas;36;Pontevedra;36061;Vilanova de Arousa;42º 34' 42";-08º 49' 03"
3606103;O Terrón;36;Pontevedra;36061;Vilanova de Arousa;42º 33' 30";-08º 49' 59"
3690102;Camaxe;36;Pontevedra;36901;A Illa de Arousa;42º 32' 46";-08º 51' 42"
3800112;Fañabe;38;Santa Cruz de Tenerife;38001;Adeje;28º 05' 05";-16º 44' 13"
3800116;Las Américas;38;Santa Cruz de Tenerife;38001;Adeje;28º 04' 08";-16º 43' 59"
3800301;Santiago;38;Santa Cruz de Tenerife;38003;Alajeró;28º 01' 40";-17º 11' 53"
3800302;Nogales;38;Santa Cruz de Tenerife;38003;Alajeró;28º 45' 36";-17º 44' 27"
3800504;Poris;38;Santa Cruz de Tenerife;38005;Arico;28º 09' 52";-16º 25' 53"
3800603;Las Vistas;38;Santa Cruz de Tenerife;38006;Arona;28º 03' 02";-16º 43' 19"
3800801;Bajamar;38;Santa Cruz de Tenerife;38008;Breña Alta;28º 40' 12";-17º 46' 32"
3800901;Los Cancajos;38;Santa Cruz de Tenerife;38009;Breña Baja;28º 39' 10";-17º 45' 37"
3801005;La Ballenita;38;Santa Cruz de Tenerife;38010;Buenavista del Norte;28º 20' 34";-16º 55' 12"
3801103;La Hornilla - Los Guanches;38;Santa Cruz de Tenerife;38011;Candelaria;28º 21' 14";-16º 22' 10"
3801311;La Restinga;38;Santa Cruz de Tenerife;38013;Frontera;27º 38' 27";-17º 58' 48"
3801404;El Faro;38;Santa Cruz de Tenerife;38014;Fuencaliente de la Palma;28º 27' 21";-17º 50' 09"
3801503;Caletón De Garachico;38;Santa Cruz de Tenerife;38015;Garachico;28º 22' 16";-16º 46' 09"
3801705;El Médano;38;Santa Cruz de Tenerife;38017;Granadilla de Abona;28º 02' 29";-16º 32' 31"
3801801;Santo Domingo;38;Santa Cruz de Tenerife;38018;La Guancha;28º 23' 32";-16º 40' 43"
3801905;San Juan;38;Santa Cruz de Tenerife;38019;Guía de Isora;28º 10' 48";-16º 48' 47"
3802002;El Puertito;38;Santa Cruz de Tenerife;38020;Güímar;28º 17' 28";-16º 22' 40"
3802101;Hermigua;38;Santa Cruz de Tenerife;38021;Hermigua;28º 10' 43";-17º 10' 48"
3802201;San Marcos;38;Santa Cruz de Tenerife;38022;Icod de los Vinos;28º 22' 35";-16º 43' 37"
3802302;San Juan/Castillo;38;Santa Cruz de Tenerife;38023;San Cristóbal de La Laguna;28º 33' 24";-16º 20' 30"
3802305;El Arenisco;38;Santa Cruz de Tenerife;38023;San Cristóbal de La Laguna;28º 33' 58";-16º 19' 56"
3802403;Puerto Naos;38;Santa Cruz de Tenerife;38024;Los Llanos de Aridane;28º 35' 04";-17º 54' 36"
3802501;El Caletón;38;Santa Cruz de Tenerife;38025;La Matanza de Acentejo;28º 27' 30";-16º 27' 41"
3802601;El Bollullo;38;Santa Cruz de Tenerife;38026;La Orotava;28º 25' 04";-16º 31' 13"
3802801;Jardín;38;Santa Cruz de Tenerife;38028;Puerto de la Cruz;28º 24' 56";-16º 33' 31"
3802804;Martiánez;38;Santa Cruz de Tenerife;38028;Puerto de la Cruz;28º 25' 05";-16º 32' 29"
3803101;El Socorro;38;Santa Cruz de Tenerife;38031;Los Realejos;28º 23' 39";-16º 36' 24"
3803302;Charco Azul;38;Santa Cruz de Tenerife;38033;San Andrés y Sauces;28º 48' 33";-17º 45' 46"
3803401;Las Aguas;38;Santa Cruz de Tenerife;38034;San Juan de la Rambla;28º 23' 43";-16º 38' 22"
3803605;San Sebastian;38;Santa Cruz de Tenerife;38036;San Sebastián de la Gomera;28º 05' 29";-17º 06' 47"
3803801;La Nea;38;Santa Cruz de Tenerife;38032;El Rosario;28º 24' 14";-16º 19' 06"
3803806;Las Teresitas;38;Santa Cruz de Tenerife;38038;Santa Cruz de Tenerife;28º 30' 31";-16º 11' 11"
3804004;La Arena;38;Santa Cruz de Tenerife;38040;Santiago del Teide;28º 13' 47";-16º 50' 28"
3804101;La Garañona;38;Santa Cruz de Tenerife;38041;El Sauzal;28º 29' 18";-16º 25' 58"
3804203;El Gomero;38;Santa Cruz de Tenerife;38042;Los Silos;28º 22' 37";-16º 48' 07"
3804302;La Arena/Mesa del Mar;38;Santa Cruz de Tenerife;38043;Tacoronte;28º 30' 55";-16º 25' 27"
3804502;Puerto de Tazacorte;38;Santa Cruz de Tenerife;38045;Tazacorte;28º 38' 51";-17º 56' 41"
3804803;El Tamaduste;38;Santa Cruz de Tenerife;38048;Valverde;27º 49' 26";-17º 53' 44"
3804902;Valle Gran Rey;38;Santa Cruz de Tenerife;38049;Valle Gran Rey;28º 05' 08";-17º 20' 24"
3805004;Vallehermoso;38;Santa Cruz de Tenerife;38050;Vallehermoso;28º 12' 11";-17º 15' 08"
3900101;Luaña-Cobreces;39;Cantabria;39001;Alfoz de Lloredo;43º 23' 44";-04º 13' 10"
3900602;La Arena;39;Cantabria;39006;Arnuero;43º 30' 15";-03º 34' 32"
3901102;Cuberris;39;Cantabria;39011;Bareyo;43º 29' 53";-03º 36' 49"
3902002;Oriñon;39;Cantabria;39020;Castro-Urdiales;43º 24' 09";-03º 19' 23"
3902004;Ostende;39;Cantabria;39020;Castro-Urdiales;43º 23' 16";-03º 13' 27"
3902401;Comillas;39;Cantabria;39024;Comillas;43º 23' 27";-04º 17' 10"
3903502;La Salve;39;Cantabria;39035;Laredo;43º 25' 10";-03º 26' 12"
3904401;Cuchia-Marzan;39;Cantabria;39044;Miengo;43º 26' 13";-04º 01' 47"
3904405;Mogro-Usil;39;Cantabria;39044;Miengo;43º 26' 20";-03º 58' 17"
3904701;Ris;39;Cantabria;39047;Noja;43º 29' 35";-03º 31' 53"
3905201;Valdearenas;39;Cantabria;39052;Piélagos;43º 26' 57";-03º 58' 49"
3906102;Somo-Loredo;39;Cantabria;39061;Ribamontán al Mar;43º 27' 30";-03º 44' 33"
3907302;San Juan de la Canal;39;Cantabria;39073;Santa Cruz de Bezana;43º 28' 29";-03º 53' 31"
3907506;Sardinero;39;Cantabria;39075;Santander;43º 28' 36";-03º 47' 00"
3907511;La Magdalena;39;Cantabria;39075;Santander;43º 28' 04";-03º 46' 31"
3907902;San Martín;39;Cantabria;39079;Santoña;43º 26' 27";-03º 26' 42"
3908004;El Sable de Merón;39;Cantabria;39080;San Vicente de la Barquera;43º 23' 38";-04º 22' 00"
3908503;La Concha;39;Cantabria;39085;Suances;43º 26' 10";-04º 02' 23"
3909101;Oyambre;39;Cantabria;39091;Valdáliga;43º 23' 37";-04º 19' 55"
3909504;Amio;39;Cantabria;39095;Val de San Vicente;43º 23' 45";-04º 28' 52"
4301202;Altafulla;43;Tarragona;43012;Altafulla;41º 08' 03";1º 22' 25"
4301313;L'Alguer;43;Tarragona;43013;L'Ametlla de Mar;40º 53' 08";0º 48' 22"
4301401;Els Eucaliptus;43;Tarragona;43014;Amposta;40º 39' 32";0º 47' 12"
4303703;Calafell;43;Tarragona;43037;Calafell;41º 11' 19";1º 34' 34"
4303804;Prat d'en Fores i Regueral;43;Tarragona;43038;Cambrils;41º 04' 04";1º 04' 13"
4303806;Vilafortuny-L'Esquirol;43;Tarragona;43038;Cambrils;41º 04' 20";1º 06' 15"
4305001;Creixell;43;Tarragona;43050;Creixell;41º 09' 26";1º 26' 19"
4305101;Cunit;43;Tarragona;43051;Cunit;41º 11' 40";1º 37' 59"
4309201;Peixerota;43;Tarragona;43092;Mont-roig del Camp;41º 03' 01";1º 00' 48"
4309211;Cristall;43;Tarragona;43092;Mont-roig del Camp;41º 00' 13";0º 56' 26"
4313105;Roda de Bara;43;Tarragona;43131;Roda de Berà;41º 10' 05";1º 28' 14"
4313601;El Garbi;43;Tarragona;43136;Sant Carles de la Ràpita;40º 36' 57";0º 35' 39"
4314802;L'Arrabassada;43;Tarragona;43148;Tarragona;41º 07' 15";1º 16' 37"
4314808;La Mora;43;Tarragona;43148;Tarragona;41º 07' 44";1º 20' 50"
4315302;Barrio Maritimo/La Paella;43;Tarragona;43153;Torredembarra;41º 08' 42";1º 24' 50"
4316203;L'Arenal;43;Tarragona;43162;Vandellòs i l'Hospitalet de l'Infant;40º 59' 16";0º 54' 54"
4316303;Coma Ruga;43;Tarragona;43163;El Vendrell;41º 10' 52";1º 31' 27"
4317101;La Pineda;43;Tarragona;43171;Vila-seca;41º 05' 19";1º 11' 32"
4390103;Riomar;43;Tarragona;43901;Deltebre;40º 43' 45";0º 50' 23"
4390502;Llevant;43;Tarragona;43905;Salou;41º 04' 32";1º 08' 25"
4390602;Cap Roig;43;Tarragona;43906;L'Ampolla;40º 49' 16";0º 43' 54"
4390606;D'Avellaners;43;Tarragona;43906;L'Ampolla;40º 48' 45";0º 42' 52"
4601301;El Port / Saplaya;46;València/Valencia;46013;Alboraya;39º 30' 35";-00º 19' 12"
4604801;Bellreguard;46;València/Valencia;46048;Bellreguard;38º 58' 03";-00º 07' 50"
4608201;Raco de Mar;46;València/Valencia;46082;Canet d'En Berenguer;39º 41' 05";-00º 12' 04"
4610502;El Dossel;46;València/Valencia;46105;Cullera;39º 11' 55";-00º 13' 40"
4610506;El Raco;46;València/Valencia;46105;Cullera;39º 10' 58";-00º 13' 17"
4610507;Sant Antoni;46;València/Valencia;46105;Cullera;39º 09' 37";-00º 14' 22"
4611302;Daimús;46;València/Valencia;46113;Daimús;38º 58' 43";-00º 08' 28"
4613102;Norte de Gandia;46;València/Valencia;46131;Gandia;39º 00' 47";-00º 09' 19"
4614301;Xeraco;46;València/Valencia;46143;Xeraco;39º 03' 36";-00º 11' 36"
4618102;Pau-Pi;46;València/Valencia;46181;Oliva;38º 55' 48";-00º 05' 25"
4618103;L'Aigua Blanca;46;València/Valencia;46181;Oliva;38º 55' 16";-00º 04' 48"
4619501;Piles;46;València/Valencia;46195;Piles;38º 57' 07";-00º 06' 52"
4619901;La Pobla de Farnals;46;València/Valencia;46199;la Pobla de Farnals;39º 33' 28";-00º 17' 18"
4622001;Corint / Malvarrosa;46;València/Valencia;46220;Sagunto/Sagunt;39º 42' 33";-00º 11' 37"
4622003;Port de Sagunt / Sagunt;46;València/Valencia;46220;Sagunto/Sagunt;39º 39' 31";-00º 12' 32"
4623505;Mareny Blau;46;València/Valencia;46235;Sueca;39º 13' 45";-00º 14' 43"
4623801;Tavernes;46;València/Valencia;46238;Tavernes de la Valldigna;39º 05' 50";-00º 13' 02"
4625001;Playa de Levante / Malvarrosa;46;València/Valencia;46250;Valencia;39º 28' 20";-00º 19' 19"
4625004;La Devesa;46;València/Valencia;46250;Valencia;39º 20' 22";-00º 18' 19"
4801401;Muriola- La Cantera;48;Bizkaia;48014;Barrika;43º 24' 52";-02º 56' 45"
4802802;Ea;48;Bizkaia;48028;Ea;43º 23' 16";-02º 34' 55"
4804301;Gorlitz-Gorliz;48;Bizkaia;48043;Gorliz;43º 25' 52";-02º 56' 37"
4804401;Azkorri-Gorrondatxe;48;Bizkaia;48044;Getxo;43º 22' 86";-03º 00' 59"
4804402;Barinatxe-Salvaje;48;Bizkaia;48044;Getxo;43º 23' 06";-03º 00' 16"
4804801;Laida;48;Bizkaia;48048;Ibarrangelu;43º 24' 23";-02º 41' 34"
4804802;Laga;48;Bizkaia;48048;Ibarrangelu;43º 24' 38";-02º 39' 24"
4804901;Ogeia-Ispaster;48;Bizkaia;48049;Ispaster;43º 22' 28";-02º 32' 35"
4805601;Armintxekoalde;48;Bizkaia;48056;Lemoiz;43º 26' 08";-02º 54' 03"
4805701;Isuntza;48;Bizkaia;48057;Lekeitio;43º 21' 45";-02º 30' 01"
4806302;Karraspio;48;Bizkaia;48063;Mendexa;43º 21' 13";-02º 31' 12"
4806801;Laidatxu;48;Bizkaia;48068;Mundaka;43º 24' 23";-02º 41' 12"
4807101;Muskiz-La Arena;48;Bizkaia;48071;Muskiz;43º 21' 04";-03º 06' 57"
4807301;Arrigorri;48;Bizkaia;48073;Ondarroa;43º 19' 28";-02º 25' 01"
4807602;Toña;48;Bizkaia;48076;Sukarrieta;43º 23' 49";-02º 41' 34"
4807603;San Antonio De Abiña;48;Bizkaia;48021;Busturia;43º 23' 49";-02º 41' 37"
4807701;Plentzia-Plencia;48;Bizkaia;48077;Plentzia;43º 24' 49";-02º 56' 45"
4808502;Atxabiribil-Arrietara;48;Bizkaia;48085;Sopela;43º 23' 24";-02º 59' 43"
5100104;Benítez;51;Ceuta;51001;Ceuta;35º 53' 39";-05º 20' 12"
5100108;La Ribera - El Chorrillo;51;Ceuta;51001;Ceuta;35º 53' 13";-05º 19' 12"
5200103;El Hipódromo;52;Melilla;52001;Melilla;35º 17' 04";-02º 56' 19"
